name,id,parent_id,description,link_download,incolla_valori
gdd10_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1379,420,,,
gdd5_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1380,420,,,
gddlgd0_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1381,420,,,
gddlgd10_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1382,420,,,
gddlgd5_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1383,420,,,
gddfgd0_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1384,420,,,
gddfgd10_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1385,420,,,
gddfgd5_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1386,420,,,
gls_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1387,420,,,
gsp_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1388,420,,,
gst_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1389,420,,,
kg0_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1390,420,,,
kg1_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1391,420,,,
kg2_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1392,420,,,
kg3_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1393,420,,,
kg4_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1394,420,,,
kg5_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1395,420,,,
lgd_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1396,420,,,
ngd0_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1397,420,,,
ngd10_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1398,420,,,
ngd5_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1399,420,,,
npp_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1400,420,,,
scd_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1401,420,,,
swe_2011-2040_mpi-esm1-2-hr_ssp585_V.2.1.tif,1402,420,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_01_2011_2040_norm.tif,1403,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_02_2011_2040_norm.tif,1404,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_03_2011_2040_norm.tif,1405,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_04_2011_2040_norm.tif,1406,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_05_2011_2040_norm.tif,1407,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_06_2011_2040_norm.tif,1408,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_07_2011_2040_norm.tif,1409,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_08_2011_2040_norm.tif,1410,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_09_2011_2040_norm.tif,1411,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_10_2011_2040_norm.tif,1412,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_11_2011_2040_norm.tif,1413,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_pr_12_2011_2040_norm.tif,1414,421,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_01_2011_2040_norm.tif,1415,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_02_2011_2040_norm.tif,1416,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_03_2011_2040_norm.tif,1417,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_04_2011_2040_norm.tif,1418,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_05_2011_2040_norm.tif,1419,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_06_2011_2040_norm.tif,1420,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_07_2011_2040_norm.tif,1421,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_08_2011_2040_norm.tif,1422,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_09_2011_2040_norm.tif,1423,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_10_2011_2040_norm.tif,1424,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_11_2011_2040_norm.tif,1425,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tas_12_2011_2040_norm.tif,1426,422,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_01_2011_2040_norm.tif,1427,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_02_2011_2040_norm.tif,1428,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_03_2011_2040_norm.tif,1429,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_04_2011_2040_norm.tif,1430,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_05_2011_2040_norm.tif,1431,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_06_2011_2040_norm.tif,1432,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_07_2011_2040_norm.tif,1433,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_08_2011_2040_norm.tif,1434,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_09_2011_2040_norm.tif,1435,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_10_2011_2040_norm.tif,1436,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_11_2011_2040_norm.tif,1437,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmax_12_2011_2040_norm.tif,1438,423,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_01_2011_2040_norm.tif,1439,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_02_2011_2040_norm.tif,1440,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_03_2011_2040_norm.tif,1441,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_04_2011_2040_norm.tif,1442,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_05_2011_2040_norm.tif,1443,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_06_2011_2040_norm.tif,1444,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_07_2011_2040_norm.tif,1445,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_08_2011_2040_norm.tif,1446,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_09_2011_2040_norm.tif,1447,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_10_2011_2040_norm.tif,1448,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_11_2011_2040_norm.tif,1449,424,,,
mpi-esm1-2-hr_r1i1p1f1_w5e5_ssp585_tasmin_12_2011_2040_norm.tif,1450,424,,,
bio1_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1451,425,,,
bio2_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1452,425,,,
bio3_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1453,425,,,
bio4_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1454,425,,,
bio5_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1455,425,,,
bio6_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1456,425,,,
bio7_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1457,425,,,
bio8_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1458,425,,,
bio9_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1459,425,,,
bio10_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1460,425,,,
bio11_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1461,425,,,
bio12_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1462,425,,,
bio13_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1463,425,,,
bio14_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1464,425,,,
bio15_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1465,425,,,
bio16_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1466,425,,,
bio17_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1467,425,,,
bio18_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1468,425,,,
bio19_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1469,425,,,
fcf_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1470,425,,,
fgd_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1471,425,,,
gdd0_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1472,425,,,
gdd10_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1473,425,,,
gdd5_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1474,425,,,
gddlgd0_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1475,425,,,
gddlgd10_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1476,425,,,
gddlgd5_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1477,425,,,
gddfgd0_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1478,425,,,
gddfgd10_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1479,425,,,
gddfgd5_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1480,425,,,
gls_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1481,425,,,
gsp_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1482,425,,,
gst_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1483,425,,,
kg0_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1484,425,,,
kg1_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1485,425,,,
kg2_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1486,425,,,
kg3_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1487,425,,,
kg4_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1488,425,,,
kg5_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1489,425,,,
lgd_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1490,425,,,
ngd0_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1491,425,,,
ngd10_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1492,425,,,
ngd5_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1493,425,,,
npp_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1494,425,,,
scd_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1495,425,,,
swe_2011-2040_mri-esm2-0_ssp126_V.2.1.tif,1496,425,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_01_2011_2040_norm.tif,1497,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_02_2011_2040_norm.tif,1498,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_03_2011_2040_norm.tif,1499,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_04_2011_2040_norm.tif,1500,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_05_2011_2040_norm.tif,1501,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_06_2011_2040_norm.tif,1502,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_07_2011_2040_norm.tif,1503,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_08_2011_2040_norm.tif,1504,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_09_2011_2040_norm.tif,1505,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_10_2011_2040_norm.tif,1506,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_11_2011_2040_norm.tif,1507,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_pr_12_2011_2040_norm.tif,1508,426,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_01_2011_2040_norm.tif,1509,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_02_2011_2040_norm.tif,1510,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_03_2011_2040_norm.tif,1511,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_04_2011_2040_norm.tif,1512,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_05_2011_2040_norm.tif,1513,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_06_2011_2040_norm.tif,1514,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_07_2011_2040_norm.tif,1515,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_08_2011_2040_norm.tif,1516,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_09_2011_2040_norm.tif,1517,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_10_2011_2040_norm.tif,1518,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_11_2011_2040_norm.tif,1519,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tas_12_2011_2040_norm.tif,1520,427,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_01_2011_2040_norm.tif,1521,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_02_2011_2040_norm.tif,1522,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_03_2011_2040_norm.tif,1523,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_04_2011_2040_norm.tif,1524,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_05_2011_2040_norm.tif,1525,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_06_2011_2040_norm.tif,1526,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_07_2011_2040_norm.tif,1527,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_08_2011_2040_norm.tif,1528,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_09_2011_2040_norm.tif,1529,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_10_2011_2040_norm.tif,1530,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_11_2011_2040_norm.tif,1531,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmax_12_2011_2040_norm.tif,1532,428,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_01_2011_2040_norm.tif,1533,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_02_2011_2040_norm.tif,1534,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_03_2011_2040_norm.tif,1535,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_04_2011_2040_norm.tif,1536,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_05_2011_2040_norm.tif,1537,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_06_2011_2040_norm.tif,1538,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_07_2011_2040_norm.tif,1539,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_08_2011_2040_norm.tif,1540,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_09_2011_2040_norm.tif,1541,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_10_2011_2040_norm.tif,1542,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_11_2011_2040_norm.tif,1543,429,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp126_tasmin_12_2011_2040_norm.tif,1544,429,,,
bio1_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1545,430,,,
bio2_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1546,430,,,
bio3_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1547,430,,,
bio4_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1548,430,,,
bio5_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1549,430,,,
bio6_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1550,430,,,
bio7_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1551,430,,,
bio8_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1552,430,,,
bio9_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1553,430,,,
bio10_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1554,430,,,
bio11_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1555,430,,,
bio12_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1556,430,,,
bio13_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1557,430,,,
bio14_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1558,430,,,
bio15_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1559,430,,,
bio16_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1560,430,,,
bio17_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1561,430,,,
bio18_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1562,430,,,
bio19_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1563,430,,,
fcf_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1564,430,,,
fgd_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1565,430,,,
gdd0_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1566,430,,,
gdd10_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1567,430,,,
gdd5_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1568,430,,,
gddlgd0_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1569,430,,,
gddlgd10_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1570,430,,,
gddlgd5_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1571,430,,,
gddfgd0_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1572,430,,,
gddfgd10_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1573,430,,,
gddfgd5_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1574,430,,,
gls_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1575,430,,,
gsp_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1576,430,,,
gst_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1577,430,,,
kg0_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1578,430,,,
kg1_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1579,430,,,
kg2_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1580,430,,,
kg3_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1581,430,,,
kg4_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1582,430,,,
kg5_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1583,430,,,
lgd_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1584,430,,,
ngd0_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1585,430,,,
ngd10_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1586,430,,,
ngd5_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1587,430,,,
npp_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1588,430,,,
scd_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1589,430,,,
swe_2011-2040_mri-esm2-0_ssp370_V.2.1.tif,1590,430,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_01_2011_2040_norm.tif,1591,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_02_2011_2040_norm.tif,1592,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_03_2011_2040_norm.tif,1593,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_04_2011_2040_norm.tif,1594,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_05_2011_2040_norm.tif,1595,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_06_2011_2040_norm.tif,1596,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_07_2011_2040_norm.tif,1597,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_08_2011_2040_norm.tif,1598,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_09_2011_2040_norm.tif,1599,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_10_2011_2040_norm.tif,1600,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_11_2011_2040_norm.tif,1601,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_pr_12_2011_2040_norm.tif,1602,431,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_01_2011_2040_norm.tif,1603,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_02_2011_2040_norm.tif,1604,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_03_2011_2040_norm.tif,1605,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_04_2011_2040_norm.tif,1606,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_05_2011_2040_norm.tif,1607,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_06_2011_2040_norm.tif,1608,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_07_2011_2040_norm.tif,1609,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_08_2011_2040_norm.tif,1610,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_09_2011_2040_norm.tif,1611,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_10_2011_2040_norm.tif,1612,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_11_2011_2040_norm.tif,1613,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tas_12_2011_2040_norm.tif,1614,432,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_01_2011_2040_norm.tif,1615,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_02_2011_2040_norm.tif,1616,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_03_2011_2040_norm.tif,1617,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_04_2011_2040_norm.tif,1618,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_05_2011_2040_norm.tif,1619,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_06_2011_2040_norm.tif,1620,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_07_2011_2040_norm.tif,1621,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_08_2011_2040_norm.tif,1622,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_09_2011_2040_norm.tif,1623,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_10_2011_2040_norm.tif,1624,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_11_2011_2040_norm.tif,1625,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmax_12_2011_2040_norm.tif,1626,433,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_01_2011_2040_norm.tif,1627,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_02_2011_2040_norm.tif,1628,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_03_2011_2040_norm.tif,1629,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_04_2011_2040_norm.tif,1630,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_05_2011_2040_norm.tif,1631,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_06_2011_2040_norm.tif,1632,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_07_2011_2040_norm.tif,1633,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_08_2011_2040_norm.tif,1634,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_09_2011_2040_norm.tif,1635,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_10_2011_2040_norm.tif,1636,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_11_2011_2040_norm.tif,1637,434,,,
mri-esm2-0_r1i1p1f1_w5e5_ssp370_tasmin_12_2011_2040_norm.tif,1638,434,,,
bio1_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1639,435,,,
bio2_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1640,435,,,
bio3_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1641,435,,,
bio4_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1642,435,,,
bio5_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1643,435,,,
bio6_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1644,435,,,
bio7_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1645,435,,,
bio8_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1646,435,,,
bio9_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1647,435,,,
bio10_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1648,435,,,
bio11_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1649,435,,,
bio12_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1650,435,,,
bio13_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1651,435,,,
bio14_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1652,435,,,
bio15_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1653,435,,,
bio16_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1654,435,,,
bio17_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1655,435,,,
bio18_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1656,435,,,
bio19_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1657,435,,,
fcf_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1658,435,,,
fgd_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1659,435,,,
gdd0_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1660,435,,,
gdd10_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1661,435,,,
gdd5_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1662,435,,,
gddlgd0_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1663,435,,,
gddlgd10_2011-2040_mri-esm2-0_ssp585_V.2.1.tif,1664,435,,,
