"dataset","source","reference","variables_requested","temporal_period","native_resolution","source_urls","download_dates","output_variables","output_resolution","output_crs","processing_settings"
"roads","Global road density (~1 km) derived from OpenStreetMap through GeoFabrik","OpenStreetMap contributors, accessed through GeoFabrik (https://www.geofabrik.de/). Hosted on Figshare under embargo; check with the data authors before redistributing.","primary, other","OpenStreetMap database as of 30 January 2026","0.0083333333 x 0.0083333333 degrees (~0.928 km) in EPSG:4326 (WGS 84)","https://ndownloader.figshare.com/files/67236713?private_link=227b75fbee9f8030e005 | https://ndownloader.figshare.com/files/67236707?private_link=227b75fbee9f8030e005","2 file(s): 2026-08-20 12:44:56 to 2026-08-20 12:44:57 (2 reused from the download cache)","primary, other","982.90623 x 982.90623 map units (metres for most projected CRS) (~0.983 km)","EPSG:3035 (ETRS89-extended / LAEA Europe)","par_set -> Study area: country = Italy; Buffer: 0 km; Alpha hull: FALSE; Target CRS: EPSG:3035 (ETRS89-extended / LAEA Europe); Resolution setting: res = 1 (multiplier of the 30 arc-second base grid, ~1 km); Boundary scale: medium; Common NA mask (set_na): FALSE; Clipped to land (land): FALSE; Download cache: TRUE; Output written to (path): not set; Resampling method: auto (auto: bilinear for continuous layers, nearest neighbour for categorical ones)"
